136
A1 A1 12 6 0.14 1.0 0.157144687 1.0 0.0
A1 A2 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A3 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A4 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A5 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A6 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A7 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A8 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A9 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A10 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A11 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A12 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A13 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A14 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A15 12 6 0.14 0.0 0.157144687 1.0 0.0
A1 A16 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A2 12 6 0.14 1.0 0.157144687 1.0 0.0
A2 A3 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A4 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A5 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A6 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A7 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A8 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A9 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A10 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A11 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A12 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A13 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A14 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A15 12 6 0.14 0.0 0.157144687 1.0 0.0
A2 A16 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A3 12 6 0.14 1.0 0.157144687 1.0 0.0
A3 A4 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A5 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A6 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A7 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A8 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A9 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A10 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A11 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A12 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A13 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A14 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A15 12 6 0.14 0.0 0.157144687 1.0 0.0
A3 A16 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A4 12 6 0.14 1.0 0.157144687 1.0 0.0
A4 A5 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A6 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A7 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A8 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A9 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A10 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A11 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A12 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A13 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A14 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A15 12 6 0.14 0.0 0.157144687 1.0 0.0
A4 A16 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A5 12 6 0.14 1.0 0.157144687 1.0 0.0
A5 A6 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A7 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A8 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A9 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A10 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A11 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A12 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A13 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A14 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A15 12 6 0.14 0.0 0.157144687 1.0 0.0
A5 A16 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A6 12 6 0.14 1.0 0.157144687 1.0 0.0
A6 A7 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A8 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A9 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A10 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A11 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A12 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A13 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A14 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A15 12 6 0.14 0.0 0.157144687 1.0 0.0
A6 A16 12 6 0.14 0.0 0.157144687 1.0 0.0
A7 A7 12 6 0.14 1.0 0.157144687 1.0 0.0
A7 A8 12 6 0.14 0.0 0.157144687 1.0 0.0
A7 A9 12 6 0.14 0.0 0.157144687 1.0 0.0
A7 A10 12 6 0.14 0.0 0.157144687 1.0 0.0
A7 A11 12 6 0.14 0.0 0.157144687 1.0 0.0
